"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","94","962","1","33.665482","0","192"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Lee/ArrowTextureRenderTarget2D_Mat.ArrowTextureRenderTarget2D_Mat","0","15","15","1","6.499486","0","15"
"/Game/Fergus/Meshes/Material.Material","0","30","13","1","16.575422","0","269"
"/Game/Fergus/Materials/M_Char_Fergus.M_Char_Fergus","0","24","2","1","17.071213","0","118"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Claire/Materials/M_Master.M_Master","0","17","2","1","13.187004","0","57"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Claire/Materials/M_Basic.M_Basic","0","28","5","1","22.162685","12","202"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Becky/Pixelate.Pixelate","0","4","4","1","1.463864","0","6"
"/Game/Fergus/Textures/M_Shapes.M_Shapes","0","31","4","1","23.463112","0","112"
"/Game/Fergus/Materials/M_Char_5.M_Char_5","0","24","9","1","15.239736","0","72"
"/Game/Fergus/Materials/M_Char_3.M_Char_3","0","24","5","1","15.257500","0","62"
"/Game/Fergus/Materials/M_Char_2.M_Char_2","0","24","10","1","15.339888","0","67"
"/Game/Fergus/Materials/M_Char_1.M_Char_1","0","24","3","1","15.218870","0","75"
"/Game/Fergus/Materials/M_Char_6.M_Char_6","0","24","7","1","15.764331","0","65"
"/Game/Fergus/Meshes/Garage_Vehicle_Texture.Garage_Vehicle_Texture","0","12","12","1","8.565786","0","21"
"/Game/Fergus/Meshes/Car_Texture_2.Car_Texture_2","0","12","10","1","9.414614","0","35"
"/Game/Fergus/Meshes/Fergus_002.Fergus_002","0","12","12","1","8.907587","0","15"
"/Game/Fergus/Materials/M_Char_Fiona.M_Char_Fiona","0","24","7","1","15.510740","0","65"
"/Game/Fergus/Textures/M_FionaHair.M_FionaHair","0","15","3","1","10.798285","0","45"
"/Game/Fergus/Materials/Material.Material","0","12","12","1","9.001668","0","22"
"/Game/Claire/Materials/M_Tree.M_Tree","0","34","10","1","19.588507","0","122"
"/Game/Claire/Meshes/Material_002.Material_002","0","12","12","1","8.682986","0","22"
"/Game/Claire/Materials/M_Watr.M_Watr","0","56","8","1","36.176899","0","238"
"/Game/Claire/Materials/MI_White.MI_White","0","12","12","1","8.693340","0","22"
"/Game/Lee/M_NewsRoom.M_NewsRoom","0","12","12","1","8.693909","0","14"
"/Game/Fergus/Textures/PTree.PTree","0","40","10","1","23.787680","0","142"
"/Game/Fergus/Meshes/Fergus_003.Fergus_003","0","12","12","1","8.395342","0","18"
"/Game/Fergus/Materials/Fergus.Fergus","0","4","4","1","2.059343","0","4"
"/Game/Fergus/Fergus.Fergus","0","24","10","1","14.549911","0","68"
