"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","96"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Lee/ArrowTextureRenderTarget2D_Mat.ArrowTextureRenderTarget2D_Mat","0","0","15","1","0.000000","0","0"
"/Game/Fergus/Meshes/Material.Material","0","0","32","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_Fergus.M_Char_Fergus","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Claire/Materials/M_Master.M_Master","0","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Becky/Pixelate.Pixelate","0","0","4","1","0.000000","0","0"
"/Game/Claire/Materials/M_Basic.M_Basic","0","0","12","1","0.000000","0","28"
"/Game/Fergus/Materials/M_Char_5.M_Char_5","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_3.M_Char_3","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_2.M_Char_2","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_1.M_Char_1","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_6.M_Char_6","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Meshes/Garage_Vehicle_Texture.Garage_Vehicle_Texture","0","0","12","1","0.000000","0","0"
"/Game/Fergus/Meshes/Car_Texture_2.Car_Texture_2","0","0","12","1","0.000000","0","0"
"/Game/Fergus/Meshes/Fergus_002.Fergus_002","0","0","12","1","0.000000","0","0"
"/Game/Fergus/Materials/M_Char_Fiona.M_Char_Fiona","0","0","24","1","0.000000","0","0"
"/Game/Fergus/Textures/M_FionaHair.M_FionaHair","0","0","16","1","0.000000","0","0"
"/Game/Fergus/Materials/Material.Material","0","0","12","1","0.000000","0","0"
"/Game/Claire/Materials/M_Tree.M_Tree","0","0","36","1","0.000000","0","0"
"/Game/Claire/Materials/MI_White.MI_White","0","0","12","1","0.000000","0","0"
"/Game/Claire/Meshes/Material_002.Material_002","0","0","12","1","0.000000","0","0"
"/Game/Claire/Materials/M_Watr.M_Watr","0","0","56","1","0.000000","0","0"
"/Game/Lee/M_NewsRoom.M_NewsRoom","0","0","12","1","0.000000","0","0"
"/Game/Fergus/Textures/PTree.PTree","0","0","44","1","0.000000","0","0"
"/Game/Fergus/Textures/M_Shapes.M_Shapes","0","0","31","1","0.000000","0","0"
"/Game/Fergus/Meshes/Fergus_003.Fergus_003","0","0","12","1","0.000000","0","0"
"/Game/Fergus/Materials/Fergus.Fergus","0","0","4","1","0.000000","0","0"
"/Game/Fergus/Fergus.Fergus","0","0","24","1","0.000000","0","0"
